term,category,weight
:/,NEG_E,0.1123868124
:(,NEG_E,0.219717856
:),NEG_E,-0.1136682441
to throw,NEG_E,0.06271561
. that's,NEG_E,0.0564871484
my house,NEG_E,0.0817649712
sleep,NEG_E,0.2207590595
to blow,NEG_E,0.0390242129
and i,NEG_E,-0.036638032
go,NEG_E,0.0424997412
follow,NEG_E,-0.0433676053
chillin,NEG_E,0.0504346748
certainly,NEG_E,0.0586723571
so im,NEG_E,0.023338997
. i need,NEG_E,0.0324005196
to,NEG_E,0.0272339523
sorry,NEG_E,0.0411426983
we all have,NEG_E,0.0262034114
why i,NEG_E,0.1039754969
worse,NEG_E,0.026504322
sitting,NEG_E,0.0623165454
far,NEG_E,0.0322289601
that i can,NEG_E,0.0429771357
a day,NEG_E,0.0791812997
just want,NEG_E,0.0865558039
facebook,NEG_E,0.0899927227
im going to,NEG_E,0.030681742
shit ....,NEG_E,0.0319206279
go .,NEG_E,0.0524413911
entire,NEG_E,0.0581806718
school,NEG_E,0.0488597109
me ...,NEG_E,0.1248726372
goin on,NEG_E,0.0280336099
facebook is,NEG_E,0.0534103016
laying,NEG_E,-0.0141893615
am so,NEG_E,0.1244597327
it ..,NEG_E,0.0367011752
im just,NEG_E,0.0264746907
hit me,NEG_E,0.0428740951
tired of,NEG_E,0.0910889546
up from,NEG_E,0.0336917881
clothes,NEG_E,0.0322559677
right now ....,NEG_E,0.0516929357
work,NEG_E,0.0960767155
tired,NEG_E,0.3850380054
i remember,NEG_E,0.0619445703
sigh,NEG_E,0.0988496416
being in,NEG_E,0.0323187564
after all,NEG_E,0.0570514491
no one is,NEG_E,0.0559879636
my only,NEG_E,0.0296222357
web_address_removed,NEG_E,-0.0548123278
i don't,NEG_E,0.0676420341
darkness,NEG_E,0.0482651413
hate,NEG_E,0.1256905466
right now,NEG_E,0.0621224557
oh well,NEG_E,0.0508780488
waiting,NEG_E,0.0997379212
in class,NEG_E,0.0392956855
goes,NEG_E,0.0834848332
it ...,NEG_E,0.0375285665
what should,NEG_E,0.0388905664
care about,NEG_E,0.0365215255
"friend ,",NEG_E,0.0538221306
my bed,NEG_E,0.0574631775
in the morning,NEG_E,0.0600703963
loose,NEG_E,0.039465835
cant wait to,NEG_E,0.0587121441
did i,NEG_E,0.0478045997
hours,NEG_E,0.1253073626
my body,NEG_E,0.0433853749
im tired,NEG_E,0.0443734325
smokin,NEG_E,0.0337971791
alone,NEG_E,0.1870752827
and im,NEG_E,0.0334952271
rest of,NEG_E,0.0104050661
"thing ,",NEG_E,0.0317156163
great,NEG_E,-0.1291696115
i'm just,NEG_E,0.0579242692
seems like,NEG_E,0.0192494066
k,NEG_E,0.0752358293
& ',NEG_E,0.0351000653
life !,NEG_E,0.0768409371
at this,NEG_E,0.0483052793
want 2,NEG_E,0.0240016025
dont know how,NEG_E,0.0340883396
i'm,NEG_E,0.2067541924
in need of,NEG_E,0.0380776475
be one,NEG_E,0.0359971446
love,NEG_E,-0.1092015275
of me,NEG_E,0.0457249475
i was,NEG_E,-0.0242765066
not going,NEG_E,0.0189041681
just a,NEG_E,0.0921979988
of my,NEG_E,0.0335219408
few days,NEG_E,0.0300473998
all i,NEG_E,0.0184787098
lms if,NEG_E,0.0404834571
crap,NEG_E,0.0582785782
... smh,NEG_E,0.0423113732
prove,NEG_E,0.018972025
. someone,NEG_E,0.0489961106
texting,NEG_E,0.0349530551
to let go,NEG_E,0.0264691926
dnt,NEG_E,0.0366629192
: http:// web_address_removed,NEG_E,-0.014585983
at work,NEG_E,0.1065339536
eyes open,NEG_E,0.0420677552
tell,NEG_E,0.0188513766
today,NEG_E,0.0257651434
and take,NEG_E,0.0224341086
to write,NEG_E,0.0278444343
and not,NEG_E,0.0406294923
was just a,NEG_E,0.0346824896
w .,NEG_E,0.04072806
i just,NEG_E,0.08969482
sore,NEG_E,0.049190426
wit a,NEG_E,0.0368737274
baby,NEG_E,-0.1373537672
hurry,NEG_E,0.0578309561
i swear,NEG_E,0.049439483
glad,NEG_E,0.0701323669
lol ....,NEG_E,0.0192611287
me,NEG_E,0.0223237614
how much,NEG_E,0.0320288886
hour,NEG_E,0.0716886469
f,NEG_E,0.0812208689
. well,NEG_E,0.0392896189
pretend,NEG_E,0.0635704081
sucks,NEG_E,0.0712710937
time of,NEG_E,0.0534522241
to walk,NEG_E,0.0205523438
my,NEG_E,-0.032618427
just me,NEG_E,0.0555716321
wana,NEG_E,0.0553734946
not in,NEG_E,0.0920415803
! ! !,NEG_E,-0.0179721188
awesome,NEG_E,-0.0730954145
fuck,NEG_E,0.2286539586
want,NEG_E,-0.0161984552
!,NEG_E,-0.1318531294
sitting here,NEG_E,0.0515262834
lame,NEG_E,0.0529128278
to keep,NEG_E,0.0491425416
song,NEG_E,-0.1222988667
happy birthday,NEG_E,0.0421460938
needa,NEG_E,0.0643854333
:d,NEG_E,-0.1053743423
amazing,NEG_E,-0.0662302255
""" """,NEG_E,-0.0749190572
i do,NEG_E,0.0102268371
instead,NEG_E,0.0752393729
bunch of,NEG_E,0.0272787565
staying,NEG_E,0.0474160614
wait till,NEG_E,0.0252321733
birthday,NEG_E,-0.0487404085
lay,NEG_E,0.0286700332
of things,NEG_E,0.0110896176
i hate,NEG_E,0.1660536316
out of my,NEG_E,0.037898196
long day,NEG_E,0.0546244168
back to,NEG_E,0.0410048237
sitting at,NEG_E,0.0245774415
people to,NEG_E,0.0340296696
: http://,NEG_E,-0.0191806186
so,NEG_E,0.0467158029
out .,NEG_E,0.0626341223
putting,NEG_E,0.046807215
me in my,NEG_E,-0.0199924251
wind,NEG_E,0.0207295386
[twitter_name_removed] : if,NEG_E,0.0428939125
.... he,NEG_E,0.0351672229
i feel,NEG_E,0.072633996
office,NEG_E,0.0518016798
if i,NEG_E,-0.0140389169
off my,NEG_E,0.0338663348
. i was,NEG_E,0.0225087415
attitude,NEG_E,0.0636992725
my eyes,NEG_E,0.0650933127
itz,NEG_E,0.0649819642
to bed,NEG_E,0.0497013976
hell,NEG_E,0.1378806947
need something to,NEG_E,0.1031850182
its,NEG_E,0.0208229129
"of """,NEG_E,0.0587168821
ima,NEG_E,0.0258852398
write,NEG_E,0.0543104014
how,NEG_E,0.029852918
my mind,NEG_E,0.1051418751
told you,NEG_E,0.0307916435
things are,NEG_E,0.0345799136
smh ...,NEG_E,0.0576330256
this shit,NEG_E,0.0188882929
_avg3gramsPerMsg,NEG_E,0.0414673359
someone,NEG_E,0.093471077
somebody,NEG_E,0.0592205973
to do,NEG_E,0.1323382917
dam,NEG_E,0.0282969859
bein,NEG_E,0.013825089
i feel like,NEG_E,0.1491662416
feelin,NEG_E,0.0619973933
is just a,NEG_E,0.0651415565
not,NEG_E,0.0813018613
now,NEG_E,0.0155548339
bullshit,NEG_E,0.0610932555
everyone has,NEG_E,0.0353594126
: i'm,NEG_E,0.0396938865
want to get,NEG_E,0.0345942181
the hell,NEG_E,0.0467389778
everytime,NEG_E,0.0616042794
i've been,NEG_E,0.0283501904
so .,NEG_E,0.0618271966
bless,NEG_E,-0.0879868388
everything to,NEG_E,-0.0239280363
off .,NEG_E,0.0395967743
for the next,NEG_E,0.0491497562
i've done,NEG_E,0.0272166069
mental,NEG_E,0.0529135987
go to school,NEG_E,0.0530181424
a fuck,NEG_E,0.0700769045
of these,NEG_E,0.0655134725
do on,NEG_E,0.0322303323
annoying .,NEG_E,0.0458364476
pills,NEG_E,0.0265451442
really,NEG_E,0.0382143382
rt,NEG_E,-0.0129480015
know how,NEG_E,0.0431125287
take a nap,NEG_E,0.0347564777
smh,NEG_E,0.0545533266
need of,NEG_E,0.0318954815
my day off,NEG_E,0.0227847795
need a,NEG_E,0.0927837263
someone to,NEG_E,0.0309193748
have too,NEG_E,0.027118725
day i,NEG_E,0.0497520133
why am,NEG_E,0.0431118355
place for,NEG_E,0.0556595134
free,NEG_E,-0.06920839
for you to,NEG_E,0.0366339087
reason,NEG_E,0.0422048136
its been,NEG_E,0.0413897548
im so,NEG_E,0.0596617886
imagine,NEG_E,0.0443319735
now ....,NEG_E,0.0528947027
___,NEG_E,0.036907995
care,NEG_E,0.031139147
was supposed,NEG_E,0.0562287728
! ? ?,NEG_E,0.0465301182
days,NEG_E,0.0433133397
- ___,NEG_E,0.036907995
think,NEG_E,-0.0212433006
fuckin,NEG_E,0.0836991682
dont,NEG_E,0.0470664908
feel,NEG_E,0.1010527398
when you,NEG_E,0.0531676915
was supposed to,NEG_E,0.0562287728
done,NEG_E,0.0921978864
another,NEG_E,0.0245987153
", i'd",NEG_E,0.0341165663
done .,NEG_E,0.0627731616
one is,NEG_E,0.0659593621
a place,NEG_E,0.0517015791
doesn't,NEG_E,0.1040270143
guess,NEG_E,0.0308494862
get home,NEG_E,0.0328752882
i need something,NEG_E,0.0769938297
that moment,NEG_E,0.0401737957
up on the,NEG_E,0.0392789206
moment when you,NEG_E,0.041886809
take me,NEG_E,0.054666031
to take,NEG_E,0.0471566928
eyes,NEG_E,0.0395338713
stomach,NEG_E,0.031668229
_avg3gramLength,NEG_E,0.0414673359
of a,NEG_E,0.057877402
done with,NEG_E,0.0754273067
nobody,NEG_E,0.0544941905
i can say,NEG_E,0.0262934534
wasted,NEG_E,0.0522615188
i cant,NEG_E,0.014276879
nun,NEG_E,0.0535286717
:,NEG_E,-0.0426970249
if there,NEG_E,0.0272942461
boring,NEG_E,0.4389089441
as hell,NEG_E,0.0604752902
bed,NEG_E,0.1904381026
for everything,NEG_E,0.0224204266
the past,NEG_E,0.0327341188
supposed,NEG_E,0.0423404149
supposed to,NEG_E,0.0423404149
asleep,NEG_E,0.054678587
feeling,NEG_E,0.0675330258
have not,NEG_E,0.0384572575
and,NEG_E,-0.0371215157
sees,NEG_E,0.0379768209
now i'm,NEG_E,0.0491668446
", i just",NEG_E,-0.0135320667
mind,NEG_E,0.085566249
i think i,NEG_E,0.054717759
day off,NEG_E,0.0772726267
. i,NEG_E,-0.0593876054
chillin with,NEG_E,0.0462465519
need,NEG_E,0.0910775922
sick and,NEG_E,0.0680757747
mins,NEG_E,0.0365095645
lie,NEG_E,0.02993854
a time,NEG_E,0.0659856319
___ -,NEG_E,0.036907995
got up,NEG_E,0.0200049341
-,NEG_E,-0.0562538011
for the rest,NEG_E,0.0188653395
take,NEG_E,-0.0188997201
world !,NEG_E,0.0663378292
dont know,NEG_E,0.0928879188
to go to,NEG_E,0.0617696913
normal,NEG_E,0.0508741623
kids to,NEG_E,0.0437172281
want to,NEG_E,0.033645629
", i don't",NEG_E,0.0349957902
so bored,NEG_E,0.1207736094
to not,NEG_E,0.0582719901
. .,NEG_E,0.0664598883
rt @name_removed :,NEG_E,0.0168411598
me to,NEG_E,0.0270739867
... its,NEG_E,0.0372013785
can just,NEG_E,0.055863555
class,NEG_E,0.0692033274
... i,NEG_E,0.0121177499
@name_removed :,NEG_E,0.0811574816
"shit ,",NEG_E,0.0665616054
my aunt,NEG_E,0.019804781
shit .,NEG_E,0.0401644908
i've had,NEG_E,0.0578052756
here at the,NEG_E,0.0343603387
in my,NEG_E,0.0399288508
.. im,NEG_E,0.0523433174
.... :(,NEG_E,0.0203420419
i can't get,NEG_E,0.0532493628
"myself ,",NEG_E,0.0587049878
ugh,NEG_E,0.2301137459
work .,NEG_E,0.028821639
i needed,NEG_E,0.0178103411
text,NEG_E,0.0860369499
. at,NEG_E,0.0401377035
anyway,NEG_E,0.0433702185
for like,NEG_E,0.0323215175
should have,NEG_E,0.0494921463
that's why,NEG_E,0.0330815754
@name_removed : @name_removed,NEG_E,-0.027282904
back to sleep,NEG_E,0.0552405603
to go .,NEG_E,0.0442693613
aint,NEG_E,0.0492816269
slow,NEG_E,0.0544724402
! http://,NEG_E,0.043298367
time ..,NEG_E,0.0560833699
(,NEG_E,-0.0285709396
feel like,NEG_E,0.2631884757
loved,NEG_E,0.0512743652
do,NEG_E,0.0411960133
to leave,NEG_E,0.0328241887
think im,NEG_E,0.0246243481
don't want to,NEG_E,0.0635824904
rest of the,NEG_E,0.0554932994
today ...,NEG_E,0.0269198238
don't want,NEG_E,0.0855832831
. i've,NEG_E,0.0332750863
- ___ -,NEG_E,0.036907995
no one,NEG_E,0.0658055158
to school,NEG_E,0.0439633359
what to do,NEG_E,0.0900013209
. :(,NEG_E,0.0509526486
the rest of,NEG_E,0.0152729513
time and,NEG_E,0.0678895603
cry,NEG_E,0.0698194471
morning,NEG_E,0.0154737889
:'(,NEG_E,0.1176138269
let go,NEG_E,0.0414894194
bad,NEG_E,-0.0228538351
want to go,NEG_E,0.1005134127
wanna go,NEG_E,0.0319303229
its been a,NEG_E,0.0312617222
everything that,NEG_E,0.045896333
you just,NEG_E,0.054558159
going back to,NEG_E,0.0372908505
all this,NEG_E,0.0172434579
feeling like,NEG_E,0.0203402005
i am so,NEG_E,0.1395320682
do ! !,NEG_E,0.03033187
up for,NEG_E,0.0506335387
decided,NEG_E,0.0645875575
dumb,NEG_E,0.050690559
[web_address_removed] -,NEG_E,0.0187681251
best,NEG_E,-0.1067099559
hurry up,NEG_E,0.040915325
away,NEG_E,0.0434434368
give her,NEG_E,0.0440976015
birds,NEG_E,0.0463308285
i need a,NEG_E,0.0110488406
there's,NEG_E,0.0322790019
can't get,NEG_E,0.0709967863
horrible,NEG_E,0.056566603
rite,NEG_E,0.0454680997
piss,NEG_E,0.0364113218
lazy,NEG_E,0.1047857078
@name_removed : i'm,NEG_E,0.04216859
hope i,NEG_E,0.0647991211
missing,NEG_E,0.0382831746
a drink,NEG_E,0.0505411978
a nap,NEG_E,0.0362287299
", facebook",NEG_E,0.0498458539
don't understand,NEG_E,0.0429179954
wtf,NEG_E,0.0786682115
: @name_removed,NEG_E,-0.0328343323
in my bed,NEG_E,0.0140363239
and i don't,NEG_E,0.0367689379
two days,NEG_E,0.0404397344
joke,NEG_E,0.0758595214
s,NEG_E,-0.0914074693
its just,NEG_E,0.0579884321
forgotten,NEG_E,0.0332345592
passing,NEG_E,0.0336461736
wat a,NEG_E,0.0385808013
can't,NEG_E,0.0242549889
[web_address_removed],NEG_E,-0.0615864316
to sleep,NEG_E,0.0699903741
is gonna,NEG_E,0.0522333695
drunk,NEG_E,0.0503182406
be down,NEG_E,0.0357975155
day today,NEG_E,0.0316603699
and they,NEG_E,0.0280878635
of being,NEG_E,0.0298207957
keep my,NEG_E,0.0531908107
is there,NEG_E,0.0459755877
moment when,NEG_E,0.0676119023
i dnt,NEG_E,0.0493386649
if she,NEG_E,0.0378757917
f *,NEG_E,0.0424659256
to let,NEG_E,0.0527995128
wanna be,NEG_E,0.0507719083
i give,NEG_E,0.0372954876
. http://,NEG_E,-0.0199967088
in bed,NEG_E,0.0221536443
just so,NEG_E,0.0309318058
going back,NEG_E,0.0416001279
give a fuck,NEG_E,0.0719745817
going to,NEG_E,0.0639235897
and feel,NEG_E,0.0217062999
rt @name_removed,NEG_E,0.0283210704
>,NEG_E,-0.0754843789
day without,NEG_E,0.0326127339
think i,NEG_E,0.0346329897
relaxing,NEG_E,0.0416149287
alone .,NEG_E,0.0640018912
wanting to,NEG_E,0.0473354732
waste of,NEG_E,0.0459082445
else,NEG_E,0.0193414811
-.-,NEG_E,0.0697863414
by myself,NEG_E,0.0514827294
i'm so,NEG_E,0.0309055995
one i,NEG_E,0.0126677964
myself,NEG_E,0.1224084169
i don't want,NEG_E,0.0732438796
we don't,NEG_E,0.0325430025
there's no,NEG_E,0.035900654
and tired,NEG_E,0.0607666598
ugly,NEG_E,0.0430620145
but at,NEG_E,0.0626673163
down .,NEG_E,0.0293271324
me up,NEG_E,0.066127694
will help,NEG_E,0.021370362
<3,NEG_E,-0.0856770714
sleeping,NEG_E,0.0716641716
sleep .,NEG_E,0.0517949123
cant,NEG_E,0.020318939
but i'm,NEG_E,0.0152069797
im,NEG_E,0.1652519151
something to,NEG_E,0.0712168473
god help,NEG_E,0.0332854272
),NEG_E,-0.0848060196
"facebook ,",NEG_E,0.0587233713
and has,NEG_E,0.02746885
week,NEG_E,0.0822444355
dont get,NEG_E,0.015627229
moment,NEG_E,0.0760430273
im going,NEG_E,0.0403985949
fucked,NEG_E,0.0616503268
i love,NEG_E,-0.0750357847
all around,NEG_E,0.0357782055
just to,NEG_E,0.0392452724
kno,NEG_E,0.0373473294
to b,NEG_E,0.0271690058
its going to,NEG_E,0.074037656
off,NEG_E,0.0148337556
bored .,NEG_E,0.1425522864
i,NEG_E,0.0994026263
in life and,NEG_E,0.0384047128
well,NEG_E,-0.0132261723
up .,NEG_E,0.064588395
no longer,NEG_E,0.046070562
. and,NEG_E,0.0727846525
fuck it,NEG_E,0.0338639529
just don't,NEG_E,0.0592421485
do is,NEG_E,0.0576955897
myself .,NEG_E,0.0516500623
not being,NEG_E,-0.0186013584
just,NEG_E,0.0866327674
through my,NEG_E,0.0325672219
being,NEG_E,0.0748432498
photo,NEG_E,-0.0131991765
sleepy,NEG_E,0.128699495
with someone,NEG_E,-0.0133935555
a waste,NEG_E,0.0385283316
thanks,NEG_E,-0.1000841402
why can't,NEG_E,0.0426368479
give a,NEG_E,0.0505062944
http:// [web_address_removed],NEG_E,-0.0472008465
blow,NEG_E,0.0829148498
a great,NEG_E,-0.0712859434
go to sleep,NEG_E,0.0199732305
$,NEG_E,-0.0655198742
! ! what,NEG_E,0.0435167001
my stomach,NEG_E,0.0351015612
point,NEG_E,0.0558792405
seems,NEG_E,0.0183032866
you is,NEG_E,0.0485453568
day,NEG_E,0.0417696537
so tired,NEG_E,0.1832563282
crying,NEG_E,0.039939581
cum,NEG_E,0.0210809615
homework,NEG_E,0.0469054765
smdh,NEG_E,0.044458329
for someone,NEG_E,0.0549531194
i just wanna,NEG_E,0.0552299207
i can,NEG_E,-0.015203626
early,NEG_E,0.0863577686
the morning,NEG_E,0.0536945237
that i,NEG_E,0.0159303039
feel so,NEG_E,0.0375142877
to go home,NEG_E,0.0263786374
im sick,NEG_E,0.0461214582
lol im,NEG_E,0.0252110073
.... *,NEG_E,0.033652558
like,NEG_E,0.021545692
