"term","weight"
"wii",-0.0294632160103
"harm",-8.75172695781
"windy",-2.24413844483
"seek",1.12838520237
"nemo",-73.6183672705
"dislikes",-1.48720624522
"catch",0.348553947125
"laughing",26.4496351856
"mom's",-0.736721057593
"obstacles",10.0838250764
"dies",-34.9274455788
"bros",0.863638495732
"women",-2.04723105603
"worth",-10.1606554772
"pens",4.05821666226
"serve",4.16011380711
"eww",-53.3293138822
"rising",-4.72620757773
"scam",-2.83806626729
"bin",-26.2256208701
"midget",-105.888788545
"err",24.7626770282
"comic",-24.6325192378
"fashioned",2.86351796666
"sense",-39.8170527117
"travelling",25.752235642
"danger",-7.58385974688
"yessss",-0.496101808942
"sigh",-56.3979123645
"she's",-4.78944555531
"maine",0.115610828724
"nurse",0.376327492622
"alot",-20.0965973499
"yucky",-76.6976215387
"library",0.318541326461
"rush",9.74434576606
"seat",0.0211423162018
"hubby",21.2700925776
"tyler",-0.655375217342
"ana",18.2325993317
"losers",-47.7438658508
"details",-2.63782776032
"challenging",-5.8971501645
"sunburnt",-17.1578128968
"option",-6.76447778469
"where's",-56.8858778484
"shit",-9.6234243735
"supportive",18.9830367576
"cafe",4.1910195144
"meow",-0.0372159411573
"opportunities",2.20159486422
"killers",-20.340023783
"realy",-0.799870132588
"veteran",4.31366192221
"blizzard",0.214251917654
"sooo",-29.3094640545
"drift",-12.94884645
"crab",1.51593434051
"drum",-9.0679207489
"semester",4.35586105254
"stink",-19.7358066802
"editing",0.0174684835292
"romance",-1.75584166132
"tracks",0.550239575224
"catching",20.2763089538
"midterm",0.0904484430778
"cunt",-20.6331992117
"marley",-8.94848165856
"cute",-13.9836751081
"links",0.0971982556853
"sunburned",-13.2693200197
"fierce",-0.576636990684
"aquarium",-11.0451080266
"mask",-19.2925035319
"aswell",-52.1255950926
"headphones",0.325672025587
"photo",4.90244122352
"chin",-6.53770882621
"tough",-3.09955448436
"wierd",37.3557266554
"deaf",80.9963910511
"urban",-10.223639062
"ridiculous",-32.7715643232
"bam",0.138085215162
"refuse",5.18741217368
"deliver",-7.24705627908
"ate",5.20351518688
"skipping",43.353947294
"escape",-50.3951712548
"race",3.03210730614
"inspire",-51.5325961301
"ranch",6.60301039861
"lesson",127.897738846
"collapse",-0.924538105951
"rivers",0.969159457977
"ans",-12.3136160505
"killin",-9.74207135399
"ily",1.8063683033
"prof",16.6087481034
"aur",0.0245655884514
"smallest",1.6456508239
"cup",-3.36268428721
"del",33.2028942933
"deadline",1.77808253118
"ducks",84.8997125957
"domestic",0.0597766673029
"stressful",-31.9415705737
"shared",32.0398312533
"cash",-0.633721366615
"heavenly",0.485579083749
"pajamas",1.37487624604
"cn",0.0355934450876
"aunt",-17.4774975766
"meh",2.1813463483
"mature",-66.5047281527
"dylan",-0.140156439238
"depressed",-133.519604826
"drowned",-0.382403151596
"tight",25.5523222492
"kittens",-10.4177060012
"killing",-26.3463465093
"jst",-0.0867331307556
"majority",-54.6561268394
"butterfly",0.76183146452
"giants",0.489570692578
"havin",0.167359742449
"octopus",-13.4109599398
"meri",-0.266333225053
"reverse",-25.9330906223
"pointed",0.653936836087
"naman",0.0103807775222
"depressing",-70.6614564173
"noises",6.90675256539
"<3",1.51520708491
"relate",-2.06438949953
"ops",-0.00557834853882
"named",-29.5395705835
"barbara",-1.59950062656
"albums",-0.29869081971
"tested",-0.615025251301
"neighborhood",20.9523624853
"leg",-4.2522145947
"jo",-43.7880826773
"statuses",-12.2913233052
"crawling",-24.8167248011
"shelter",-66.4306309217
"rocket",2.81505497907
"planted",46.4286565293
"staff",3.17737625196
"yup",-0.520886232649
"8d",-62.3068851638
"babe",69.9301650281
"grudges",0.00263491216675
"drawn",-0.837127940507
"stranded",-6.7543406208
"nighty",9.2774666452
"america",-8.40343958087
"protect",-3.09781971135
"spongebob",-15.0995618045
"results",5.200503525
"russia",0.119300547926
"sorta",1.84490762966
"disappear",-57.9186924804
"somebody's",-46.5608530791
"previous",-12.0555088326
"prove",39.7054195267
"horribly",-35.7747176704
"traded",0.0561381319937
"rick",-0.898877570058
"courtney",0.0676025254527
"ly",-0.0164525602022
"classical",0.0255274784634
"plane",-0.00807801367814
"mason",-0.709506428237
"shut",-7.45737032151
"lease",-0.265912417575
"technical",-2.35638898393
"statistics",-1.14305128424
"calling",3.95874313461
"fades",-25.6047428106
"greatly",0.10903388571
"products",1.34919899072
"lane",3.20170162384
"stanley",2.78689587208
"youve",-10.8195528071
"meeting",-7.19948511631
"alll",-1.55020191316
"comeback",-23.52074712
"boi",-1.75574290405
"end",-1.8367605863
"suggestion",1.85800686146
"priest",7.93789474184
"dudes",-48.6384865515
"terrible",-39.6076837086
"wire",3.1666535003
"hopes",-5.52494476384
"mighty",19.3699452261
"sparks",-0.0126892032814
"chi",24.2825871612
"growing",72.2861159986
"aj",-0.00778729841342
"amy",-62.6408293523
"dog",-20.1301849013
"tigers",10.2296613202
"green",1.2715506379
"drove",5.2749654487
"retire",2.17906011312
"softly",2.16819646884
"invitation",8.18132805916
"pt",47.2422296084
"costs",-1.68192448912
"lounge",9.28593568933
"occasion",-16.6577892187
"stats",3.45399215939
"i'm",-10.4900119652
"sarah",-0.45430328127
"ally",-3.62682225935
"bend",6.06442376069
"bu",-0.241682400476
"gaga",-0.0199340448
"asked",-10.9111179377
":)",1.29180280766
"barrel",0.102871730682
"articles",-0.215923882946
"resolution",0.150441925225
"whoa",-3.837293481
"webcam",-0.603537545077
"victims",6.92026166572
"moods",-27.6062497005
"coverage",-0.168539902047
"freaking",-11.5101213039
"checking",-3.17139311062
"celtics",1.02976276472
"choked",35.130523265
"lauren",0.0282950412691
"-_-",38.8439056039
"december",0.173022479187
"extra",-0.592753140539
"king",-1.5910382177
"jones",2.34211766031
"foot",3.078455758
"troy",-0.215565573607
"superior",-1.08146549713
"beneath",-2.65246506279
"burrito",1.94819448553
"ooo",-0.0229418453975
"cum",-0.769216893368
"millionaire",-36.0743485981
"mid",-1.26783404347
"pills",-42.4146117915
"premier",1.09085910284
"acting",-39.8650570259
"mmm",2.38355067775
"melissa",6.21729930699
"jade",2.10267891559
"cheaper",-0.101521254819
"proud",2.05088716772
"fl",-20.1381491665
"tennis",13.7758409823
"deepest",-1.86413878363
"apocalypse",-156.428077799
"ball",81.4860051606
"zach",48.6309103962
"arrogant",-46.6823555266
"gangsta",-1.17661562446
"brad",0.0650728868659
"slipping",-57.2824780973
"dancers",0.583397655323
"perfume",4.11051948851
"messing",-34.3520594889
"roommates",2.59771031714
"pe",-2.20419832315
"offended",-37.0562846219
"standards",1.77462852341
"thing",-41.3898966967
"offered",-3.82953191873
"rumors",-16.7994848484
"opportunity",-9.75878257091
"homework",6.013693437
"orange",0.364470958229
"clever",-7.19544782439
"orders",0.0327430986308
"maintenance",-4.93395134528
"fortune",0.586874143907
"ill",5.55364801844
"failures",-0.687346227906
"absence",-9.67275928332
"grrrrrr",-7.51912145306
"salvation",3.33934711457
"virtual",-4.57762120988
"brings",11.1695695397
"serving",0.637532140898
"media",-0.276067676799
"biking",-2.17515052381
"louder",10.7572513966
"iowa",19.2501228849
"regrets",-12.8753179757
"apologies",-9.56562739251
"audience",-0.0683339770131
"strong",-4.71395734232
"shoulder",-5.24848628251
"forgive",-0.0343035545835
"film",2.75476939426
"anne",0.0232450288265
"protection",-9.79463107273
"things",-6.60879159173
"borrow",-0.448316755046
"roast",13.34203455
"vacuum",3.02617894215
"multiple",-12.6748454639
"interested",-2.96098425124
"thunder",0.339465839737
"one's",-7.54883756774
"flipped",-5.58148471814
"recovering",-19.7405265873
"wealth",6.04647378621
"kay",-0.0248209226899
"ipad",-0.0963088189239
"bukas",0.00894310174877
"hurry",20.5952379575
"mock",4.7631807486
"beta",8.65950495026
"ads",-0.073756949068
"choices",-16.4423819137
"fathers",-7.98064200348
"remedy",-36.6057823484
"virgin",-15.2495678881
"reached",11.3025062759
"january",3.29475585667
"pu",-1.21311337439
"destination",4.24659231387
"cancer",-0.499747107291
"accept",-6.90628376814
"jury",0.651659856673
"uno",21.6293773384
"plants",-0.219993029685
"sir",2.45614133139
"csi",0.380941394512
"singing",0.68474957489
"snowed",1.77478729407
"yum",3.52001499027
"boots",-0.657655248907
"awsome",1.63118424034
"agony",-26.1329688686
"hv",-7.4959775153
"sob",-0.822405365454
"television",12.3498696802
"creed",0.0716133529428
"cells",-0.950272561676
"utah",22.4386687619
"headed",-3.92260813982
"spoil",1.51451301483
"stomach",-87.1729150955
"memories",2.04097961485
"begun",18.2425129064
"joys",7.75792378529
"tells",-11.2450074598
"des",0.492466871283
"roosevelt",-12.9201156543
"endure",-1.35876517083
"belt",4.61648272491
"grandfather",-3.19727978854
"evolution",-2.50665706708
"kissed",-8.21892657409
"shorter",-1.10066964549
"justin",0.00967982649829
"license",9.4616534084
"tacos",1.97274555903
"pang",-0.103721370406
"periods",3.58919510705
"pure",1.54678420093
"shoot",-1.82842798768
"permission",14.231292107
"essays",0.0545917821833
"glee",-2.18956273944
"ceiling",-7.37809033175
"pub",6.70959680937
"witty",-28.0684576478
"tin",4.70338901189
"chicken",7.70501359945
"princess",10.9008536154
"foward",56.8435506528
"hu",-2.95661333553
"sexiest",-7.42753840533
"fo",-0.762179080265
"clearing",3.27201046611
"smells",-1.46746036187
"bc",0.0351775479462
"danielle",-0.0886608713503
"hospital",-2.02053543931
"wrongs",-3.88487725707
"lunch",11.2855737709
"spoken",-24.2339089381
"heals",-72.5245552807
"video",-0.0329481147386
"noble",0.334967671593
"liquid",-1.33837511002
"spirits",-2.39141156528
"pray",5.64367672016
"meetings",-12.233686226
"deathly",-0.0339745613117
"blew",7.45266636521
"temporarily",-21.9934284226
"mouths",-30.815393851
"bien",28.4519480544
"dye",-0.000408337920365
"nicer",0.355377679356
"males",-46.4515219505
"main",-7.44688106143
"gang",1.69837202864
"crazy",0.0611161909651
"beginnings",3.92602775234
"picnic",2.6430155097
"pours",0.337126587664
"gardens",16.999335061
"ground",-2.23028025873
"joining",13.0921105572
"headache",-160.27101817
"santos",9.23341010529
"long",-51.3008447424
"plz",-0.657606985721
"antonio",7.6470502778
"eating",2.69356282703
"version",-3.74703224862
"kelsey",0.00934146345709
"infinite",-1.365602229
"task",-3.21758083683
"egg",1.26003352363
"beleive",1.28722062283
"milk",0.144864540771
"delightful",-16.0544908519
"8:",5.8903667489
"petty",-26.0264425244
"fun",5.63743577876
"waking",19.4514696674
"desktop",-0.264404497046
"york",11.8132345409
"working",-1.23218749941
"cos",-40.3540144837
"realization",-3.85564897849
"sides",-4.64202222581
"enjoy",12.9836822359
"bruno",0.0139061007036
"experience",11.5611074709
"nyc",-5.84300176682
"filling",-18.529126182
"humid",-1.46623865265
"banging",-56.8793384884
"puts",-4.94392880855
"sack",-23.1641510019
"jk",0.61665785653
"billion",4.43878686301
"younger",1.55306578368
"bestie",6.39936653218
"indian",1.38693685296
"nya",0.28344149651
"motivation",-75.9336630428
"explaining",-19.2132747366
"dash",21.7333158101
"listenin",0.706204706994
"greed",-3.58236780272
"voted",-0.336792999153
"chile",4.11348961294
"autumn",-1.48355717873
"sip",0.0270197305731
"gona",-17.2978737431
"string",8.35599074696
"cousin",2.59629746274
"wi",7.15178738595
"zumba",11.2444671817
"mr",11.8371249193
"temple",6.25463707555
"needa",-15.466955543
"cone",-5.83078239064
"riddle",-14.065969425
"iphone",-0.434689665178
"romantic",-39.6440301755
"expected",-35.8795321082
"fab",95.2286812324
"federal",-0.00695394845209
"watching",1.0368980284
"enjoying",6.46897985793
"dont",-24.2452871163
";)",-0.0541640382534
"burnt",4.15802800931
"waitin",-3.52395321506
"offers",-13.2541912596
"therapy",-0.812478995177
"rollin",4.97607311179
"ghetto",-1.46477029452
"bk",-0.257404717259
"uhhh",-29.3174454888
"team",11.0549861893
"excellence",9.50788376534
"bein",-31.7441101947
"mayo",3.66772577129
"violence",-2.10573287911
"mint",0.821342942532
"nachos",0.508540705787
"mow",55.6732942898
"pag",-0.0533281725586
"hairy",-25.6655248849
"mann",-17.6258505912
"pooped",0.399587000715
"monkey",0.376482750578
"control",-24.3551952607
"consists",-10.6707321794
"beliefs",-11.3729911933
"hong",-0.0692115313023
"east",15.7839340604
"disappointment",-37.7053120665
"hammer",-6.05663334849
"wit",0.183191781595
"ughhhh",-61.9224272737
"mc",1.73933913559
"stinks",-6.11302916509
"catholic",-1.83563884736
"neighbor",3.37872907791
"anyones",-17.7411300262
"panda",-1.42957964727
"monroe",-4.26261545939
"gosh",2.22585798073
"fact",-22.8068284439
"obama",-1.99627348992
"routine",-1.48470096113
"event",0.756122619775
"ir",15.2185988517
"passes",24.4828567779
"twain",-0.141285364424
"avatar",0.0553332330588
"tgif",64.6179572383
"gates",13.9381506926
"fate",-42.2679092956
"auntie",-9.56135681055
"bullying",-32.3392532806
"^_^",-15.0399704632
"shadows",14.2893095141
"injury",-12.3049085356
"spelling",0.663858988235
"gravity",23.7615018242
"humans",-24.722619978
"shawn",2.83072049273
"ish",-5.00595887457
"e-mail",2.19299292132
"accurate",-51.0179055442
"chip",-0.0154348210869
"knowledge",3.60501419709
"flesh",8.57460826366
"o_o",11.8915601903
"ia",-12.0198373882
"slap",-35.4695388153
"talkin",0.435093041499
"kindness",-8.72235899279
"sally",-5.14858668635
"death",-58.0285785364
"pool",1.1281978419
"schedule",-14.9736309579
"shed",2.15761629523
"correct",-1.91882906631
"million",-0.973816394883
"nerves",-19.9758704222
"flip",-7.40075968111
"coolest",-23.2722139134
"underneath",11.6295976905
"distracted",-73.7770235793
"agent",-0.596061951065
"treat",-76.0035292443
"cab",-19.9429344051
"married",33.3987425205
"immature",-76.6730427126
"invites",2.58067474101
"hundreds",-27.934136882
"blocked",-21.2939832016
"happend",-17.1556474903
"kang",-0.12389878272
"ash",-3.30482059614
"upside",0.0907268980534
"ther",-23.4530606848
"cart",-0.0400098757651
"contact",-1.11189026105
"begin",13.0889550038
"clock",-7.32254767309
"champs",2.37878391303
"longer",-12.6478226549
"middle",9.32310040054
"connected",0.871953607455
"realized",-10.8518839041
":|",-0.0495343910252
"rolls",0.554903710151
"fits",-9.87683904539
"smashing",-9.927005227
"metro",10.9089637675
"allll",5.15437127744
"busted",-6.33275625798
"gathering",-1.72754078782
"whip",-0.63967900843
"shopping",5.84052947541
"benefit",-50.0882323878
"derek",0.0642709787365
"weren't",-11.7706851233
"combo",-79.7888324429
"joker",-3.70904370391
"addict",-24.627281567
"labor",-33.5351140512
"sarcastic",-10.6922088304
"adopted",-51.806930407
"fires",2.65333540548
"lisa",0.80018557803
"boring",-96.5889205451
"kitten",-10.1380502523
"bestest",-5.04915268683
":'(",-1.25871236095
"thnk",-0.687116494767
"sabi",-0.0777663015827
"bucks",0.461089307026
"bruce",74.6259700607
"original",-3.06561059572
"ignore",-8.98082271834
"short",-2.86277053665
"form",-1.27875170001
"communication",-1.12992235837
"lean",-1.33625257084
"waffles",-0.097188021707
"mistakes",-8.09209672553
"roof",-3.96949625963
"sara",5.35728932326
"fav",0.349075116175
"existence",-6.32201144903
"fly",3.19582885333
"she'd",-11.9950841364
"swear",-37.3084162732
"nuclear",-171.233305538
"yung",0.469432683528
"enthusiasm",-26.1416062416
"treatment",-14.571822846
"ahhhh",-10.0593475427
"high",24.6276759706
"brother",-2.11415814243
"blade",-2.70618771377
"climbed",-6.19259311756
"terry",0.601323757683
"destiny",-4.37183879983
"poetry",0.178879125576
"buti",0.0281730624749
"hungover",-14.6823496925
"teachers",68.7065796723
"disappointing",-109.41145246
"popular",7.24477175103
"pumped",12.4597064821
"cinema",14.1375387024
"ring",1.43333426922
"evry",-2.99953437548
"cops",-1.16734874214
"crowded",0.939137162091
"exciting",-9.79028382322
"attended",-9.20739934193
"mates",-2.46718222447
"believers",23.6230900086
"steak",14.1237508764
"conversation",-6.1601048353
"thick",85.3302747178
"experiment",2.40606231338
"messed",-19.3311533623
"cure",-3.37149175788
"jr",13.4748375614
"misery",-14.5273195444
"aaron",-0.0593452789917
"rule",-0.68062605898
"folk",5.42536088622
"awhile",-39.1142501799
"nothin",-2.52562099264
"flick",-9.83361499976
"incredible",18.6997172608
"goals",-0.0448240164799
"amigos",28.4196991907
"rules",5.37545636609
"gate",3.09118211599
"carpet",-2.78735133144
"lawn",54.1414432765
"feed",0.848457094843
"damn",-12.9130825372
"bombs",-11.7553683339
"allen",0.896309231011
"bitter",21.9224241815
"denial",-2.91824420023
"cam",-0.139109351763
"grew",6.87412880172
"attempting",-28.5409324654
"sadness",0.810660060415
"met",-1.44720056053
"dresses",56.3258092716
"prefer",-23.7643124212
"helpless",-96.2979460244
"recovery",9.26434315907
"winston",88.8554259048
"china",12.9296147864
"bodies",-5.85775689046
"freshmen",62.7171100932
"griffin",0.222615521063
"saved",-25.9223211747
"mom",-6.33214372629
"content",-0.786019028505
"maintain",8.26393727148
"riding",0.170297156741
"mia",6.35956629195
"blog",-0.204597080472
"acid",-14.7838787525
"began",-3.65732030004
"pedicure",0.0019497751019
"austin",8.34348632277
"hoy",32.9728836005
"largest",-1.42640044308
"hahahahaha",-9.59135551382
"burst",7.12405874001
"grrrrrrr",-6.72689511822
"special",-3.5948516304
"distracting",-48.6353302912
"felt",4.55698287205
"odd",-59.1639070484
"civil",-0.150592116245
"lyf",-0.0700441066262
"happier",-5.11249567171
"ano",0.538202534069
"bit",-9.88273249466
"strikes",-42.7963705328
"golf",10.5956610674
"normal",-6.97837362314
"tokyo",2.36990003374
"lewis",3.13935045604
"tum",-5.14395399522
"urgh",-79.5462290033
"madison",0.547045508253
"amaze",0.208018153725
"jack",0.00987172439981
"dealt",-9.33848835911
"x_x",120.033537392
"worries",-75.3811552892
"fyi",-0.773202777253
"luckily",-10.2220888017
"rejoice",52.245885651
"mercy",-2.21961837066
"wrapping",-13.2263755379
"donations",-0.738837978624
"thinks",-21.0253985045
"india",0.0579825072953
"chasing",-15.1293267697
"exception",30.005870581
"ignoring",-16.1413819692
"claire",3.17828498856
"entertain",-15.1219660029
"auto",0.218727976771
"sobrang",-0.0607137776385
"escaped",-24.4163509355
"wasted",-0.772591946982
"incredibly",-91.9266407373
"fuel",6.0084227855
"cal",13.6871520539
"dumb",18.0510670025
"french",-11.7772607724
"loosing",-80.4944696998
"it'd",-21.2352700166
"belated",-22.3542779676
"yippee",-0.778769769815
"pickle",-7.66096207612
"pursuit",-0.158808321905
"sorting",4.84033087957
"afternoon",-14.6965035224
"purse",-8.50819847527
"blind",54.9415972249
"addictive",-41.7746550941
"amor",46.8601784271
"purchase",-0.00812231504728
"escaping",-33.6896852533
"copy",0.255569415983
"iz",-12.5132682159
"deny",78.9817979527
"poems",0.00230221610272
"saddest",-9.1741454401
"von",0.22125445178
"throat",-54.1061014176
"testing",33.376782442
"sophie",-0.642359317948
"(8",-4.48955623055
"hasnt",-26.6283136059
"beat",-2.91040951892
"talent",0.0648194497037
"martin",1.15904194744
"afraid",9.6124304246
"government",-2.3018351312
"oak",9.64113276312
"evans",32.0025796205
"tall",-0.63870586342
"gusto",1.1097662045
"dropping",12.4138919751
"line",-3.25303400186
"pin",-2.78008612098
"rat",-6.84066707739
"wanted",-0.953718149222
"hangout",-5.17774351577
"gots",-55.7608758986
"jonathan",4.91919041149
"ant",-31.7402113916
"touch",2.83675504333
"hero",2.97017065257
"disturbed",-35.4639494003
"affection",15.3133403868
"suprise",-5.83016524272
"ftw",-75.250189365
"wooo",-0.011010894588
"bliss",-12.146221049
"poster",-2.4788275436
"week",-6.47130162026
"spaghetti",1.47226758684
"actor",27.3122578173
"sit",6.97724258894
"episode",-2.78484624463
"gray",6.88717507702
"bloom",50.1335702708
"tire",-33.9249965724
"else's",-15.1825827747
"shave",-0.509243124124
"di",-0.00662072092824
"corn",3.20568736705
"squad",25.1568100263
"kristen",0.0731361800339
"artists",-0.0407139565619
"reflection",-0.556234716204
"interesting",-91.1523700356
"matt",0.00944834564727
"neice",1.37286320892
"desert",0.0156207129113
"writing",0.0134229434839
"uniform",-1.20711008278
"deeply",-18.4133840984
"divine",4.2117059852
"fan",0.652977065978
"barnes",0.0333222246171
"discuss",-4.85113318223
"flowing",4.62096321337
"wet",-1.72804253132
"kings",119.342229194
"tent",-24.6766021415
"sorts",-28.1465903567
"bath",-1.2377022104
"t_t",-42.8177915109
"nw",-3.99237470185
"add",-3.53541148021
"stuffing",-17.9759416087
"confident",-67.3869879864
"lightning",-0.0789204741444
"ini",-0.0427945848606
"trash",-56.9409427098
"cancelled",45.8705893473
"bush",0.570780350503
"ram",2.01044623901
"trains",0.210791627864
"gas",-12.0473199958
"town",44.377574135
"woman's",10.6781171663
"someones",-14.3377073453
"egypt",0.310142513282
"flew",7.2170456512
"misunderstood",-81.9807290696
"canadian",8.94409022713
"wee",-0.0059974817246
"goddamn",2.16573436572
"biscuits",3.87119745696
"tickets",0.24737374218
"cheap",-10.2499999099
"kinds",2.3919251554
"medicines",-0.0697525305845
"paid",2.67398220962
"apple",4.94054372025
"sprite",-0.116882176682
"volunteers",-3.75830024802
"boston",-3.24298643275
"walk",9.68907488061
"thursday",-12.1311563377
"specially",-3.73160580232
"strive",2.3195892562
"supported",5.15188212814
"define",0.257273595641
"waiting",0.409043533707
"tomorrow",15.5640827882
"missing",5.68704199317
"ed",-0.35602548266
"closes",0.0787978512263
"fifa",-0.070311348051
"carefully",12.8428108884
"skills",3.01737612613
"benefits",0.0314679998185
"wanna",-17.2778167374
"melted",-0.0132234261263
"joint",-2.6473818155
"mountains",-2.96076331345
"sticky",-12.8502585485
"dicks",-20.556986852
"hike",-4.0241974208
"deciding",-12.0238714417
"delayed",-0.739305230381
"ahead",-7.80873540646
"brittany",0.0677935228898
"judgment",2.24221797036
"assholes",-21.5741219612
"clear",-4.25243172633
"meeee",-3.15616803424
"sama",-0.0245401177582
"abilities",-1.23341778969
"gawd",20.1666293141
"nyo",0.897494638082
"deleting",-0.229532970314
"butler",-1.1151566353
"bueno",13.8805569044
"johnson",0.170944123215
"volleyball",13.0229217203
"nicole",3.24061521903
"franklin",0.44633834258
"kid",1.94298183092
"lights",-1.71217278902
"father",12.0564641168
"switch",-4.49634860944
"banana",0.301641892733
"clue",-21.6911035954
"desire",-1.15275008615
"b'day",-27.0677021967
"sleeps",9.98612895337
"cans",-36.875702979
"nang",-0.0159358339619
"napping",1.37268377958
"thou",-2.94902070373
"abandoned",-30.0417808826
"becky",1.84864582538
"osama",-33.1012955281
"solved",-45.6346830471
"red",0.359135853953
"box",-4.48100058873
"edward",0.0352999021591
"feelings",-51.0833020662
"dizzy",-60.0880128227
"landing",-6.40191317288
"emotionally",-87.4019939345
"times",-2.17467423696
"-.-",14.3820835267
"crack",2.02284962747
"lining",-3.26755699181
"dad's",-0.565076732895
"wax",2.13616334674
"kitchen",0.286366045355
"miles",-0.1459503023
"wears",-0.269217680284
"panic",-0.270986458553
"colored",-31.3609030497
"ca",10.6377296143
"spell",10.4158290592
"darling",3.29921372604
"program",4.74083494526
"supposed",31.2319562209
"fountain",6.96976193261
"pay",0.633575863728
"worn",-24.3765372033
"fucks",0.528430443507
"kong",0.00678343627406
"tone",3.02213813444
"applications",-3.97689515137
";-)",7.50992980409
"buy",-10.4638610009
"energetic",-63.3564048008
"zzz",-15.751330882
"speech",0.0384962699451
"independent",-21.8917851247
"worthy",-0.187410769897
"bra",0.0354898265453
"minute",16.4260704115
"california",11.877004865
"regretting",-122.246862201
"girl",1.27967491442
"female",-59.4676678102
"mind",-5.53227984107
"annoying",-25.6476176235
"flames",-3.49149068294
"easily",-33.4410004839
"wear",0.505510750336
"brave",-7.7704369959
"broke",-6.89641369154
"ugly",-21.1157932398
"presentation",1.31346749899
"tornado",-0.0126918514193
"request",-0.917467442593
"properly",-15.5592370743
"suffer",-43.9858456711
"hardcore",1.05015711465
"whispers",5.80479905052
"succeed",17.844694233
"frogs",-8.75928842292
"kung",-0.000874917537806
"der",-0.0155951220573
"talented",-22.4210099254
"submitted",0.0314258665995
"phone",-5.51025927888
"jd",-0.0643814688032
"packers",0.743233397498
"bangs",-12.9030197964
"careless",-15.4477468592
"ended",-2.78946064039
"anti",-3.56080928641
"mmmm",3.76064986163
"taking",0.365439726592
"playing",2.25070701453
"toooo",-1.84382042865
"mah",-0.0497419517866
"lectures",-20.1956885015
"greatest",-1.5517692461
"tend",-4.63539006514
"anu",-0.0246945374361
"lust",17.8217823383
"cast",-5.57353201292
"central",3.3366373628
"juicy",3.463953314
"nightmare",-60.6169553213
"hid",-7.40092636103
"language",-23.4640297756
"early",13.0246209817
